id,split_type,family,prompt,expected_dsl,expected_code,prediction,manual_score,notes
code_gen_0126,generalization_time_series,gen_argmax_volume,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：成交量在 11 日窗口内高点越靠近当前，信号越新。,"neg(ts_argmax(volume, 11))","```dsl_fire
result = neg(ts_argmax(volume, 11))
```","```dsl_fire
result = div(sub(volume, ts_close, 60)), neg(pct_change(close, 60)))
```",,
code_gen_0270,generalization_unseen_window_paraphrase,gen_unseen_window_vol,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，过去 50 日日收益波动越低，稳定性越强。请保持字段和算子命名规范。,"neg(ts_std(pct_change(close, 1), 50))","```dsl_fire
result = neg(ts_std(pct_change(close, 1), 50))
```","```dsl_fire
result = open)

result = div(sub(pct_change(close, 20)), group_mean(pct_change(close, 60), industry)), pct_change(close, 60))
```",,
code_gen_0372,generalization_time_series_paraphrase,gen_argmax_volume,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，成交量在 38 日窗口内高点越靠近当前，信号越新。不要使用解释文字。,"neg(ts_argmax(volume, 38))","```dsl_fire
result = neg(ts_argmax(volume, 38))
```","```dsl_fire
result = div(sub(volume, 1), open)
```",,
code_gen_0110,generalization_time_series,gen_argmax_pb,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：市净率 PB在 27 日窗口内高点越靠近当前，信号越新。,"neg(ts_argmax(pb, 27))","```dsl_fire
result = neg(ts_argmax(pb, 27))
```","```dsl_fire
result = 60)

result =wap, ts_res(pct_change(close, 2), 0.0)
```",,
code_gen_0471,generalization_time_series_paraphrase,gen_ts_prod_turnover,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，19 日成交量变化加一后连乘测试未见时间聚合结构。注意窗口、方向和字段选择。,"ts_prod(add(1.0, pct_change(volume, 1)), 19)","```dsl_fire
result = ts_prod(add(1.0, pct_change(volume, 1)), 19)
```","</think>

```dsl_fire
result = shift(1.0, 60)
```",,
code_gen_0512,generalization_unseen_window_paraphrase,gen_unseen_window_momentum,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，过去 75 日收盘价收益越高，短期趋势越强。不要使用解释文字。,"pct_change(close, 75)","```dsl_fire
result = pct_change(close, 75)
```","```dsl_fire
result = shift(sub(close, 75), 2))
```",,
code_gen_0269,generalization_unseen_window_paraphrase,gen_unseen_window_reversal,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，过去 50 日涨幅越高，后续均值回归压力越大。最终只需要一个可执行表达式。,"neg(pct_change(close, 50))","```dsl_fire
result = neg(pct_change(close, 50))
```","```dsl_fire
result = div(sub(high, ts_min(low, 20)), sub(high, 20), ts_max(high, 20)))
```",,
code_gen_0229,generalization_conditional,gen_logic_not_crowded,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：当换手代理不拥挤时，保留价值和 19 日动量组合。,"where(logical_not(gt(div(volume, market_cap), xs_mean(div(volume, market_cap)))), add(recip(pb), pct_change(close, 19)), 0.0)","```dsl_fire
result = where(logical_not(gt(div(volume, market_cap), xs_mean(div(volume, market_cap)))), add(recip(pb), pct_change(close, 19)), 0.0)
```","</think>


</think>




```dsl_fire





```",,
code_gen_0523,generalization_composition_paraphrase,gen_industry_value_momentum,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：行业内估值便宜且 25 日动量较强的股票得分更高。这个想法需要转换为函数式 DSL。,"add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), pct_change(close, 25))","```dsl_fire
result = add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), pct_change(close, 25))
```","```dsl_fire
result = sub(pct_change(close, 1), xs_mean(pct_change(close, 20)))
```",,
code_gen_0115,generalization_time_series,gen_argmin_pb,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：市净率 PB在 66 日窗口内低点位置用于描述路径。,"ts_argmin(pb, 66)","```dsl_fire
result = ts_argmin(pb, 66)
```","```dsl_fire
result = ts_argmin(pb, 5)
```",,
code_gen_0106,generalization_time_series,gen_argmax_pb,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：市净率 PB在 11 日窗口内高点越靠近当前，信号越新。,"neg(ts_argmax(pb, 11))","```dsl_fire
result = neg(ts_argmax(pb, 11))
```","</think>


</think>




```dsl_fire
result = neg(div(sub(pb, ts_close, ts_cip(pb)), sub(pct_change(close, 20), ts_std(pct_change(close, 20)), 20)))
```",,
code_gen_0498,generalization_unseen_window_paraphrase,gen_unseen_window_vol,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，过去 18 日日收益波动越低，稳定性越强。这个想法需要转换为函数式 DSL。,"neg(ts_std(pct_change(close, 1), 18))","```dsl_fire
result = neg(ts_std(pct_change(close, 1), 18))
```","```dsl_fire
result = ts_cclose, 20)
```",,
code_gen_0204,generalization_cross_section,gen_xs_quantile_pb_13,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：市净率 PB相对横截面 75% 分位数的偏离用于测试未见分位结构。,"sub(pb, xs_quantile(pb, 0.75))","```dsl_fire
result = sub(pb, xs_quantile(pb, 0.75))
```","```dsl_fire
result = sub(sub(pb, group_mean(pb, 2), pct_change(pb, 2), 0.7))
```",,
code_gen_0019,generalization_unseen_window,gen_unseen_window_volume,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：短期成交量相对 18 日均量越高，放量越明显。,"div(ts_mean(volume, 4), ts_mean(volume, 18))","```dsl_fire
result = div(ts_mean(volume, 4), ts_mean(volume, 18))
```","```dsl_fire
result = open open open)


```",,
code_gen_0163,generalization_conditional,gen_conditional_xs_open_73,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：只有开盘价横截面标准化值为正时，才保留 73 日动量。,"where(gt(div(sub(open, xs_mean(open)), xs_std(open)), 0.0), pct_change(close, 73), 0.0)","```dsl_fire
result = where(gt(div(sub(open, xs_mean(open)), xs_std(open)), 0.0), pct_change(close, 73), 0.0)
```","</think>





```dsl_fire


```dsl_fire
result = where(close, 2), 5)
```",,
code_gen_0374,generalization_time_series_paraphrase,gen_argmax_volume,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，成交量在 66 日窗口内高点越靠近当前，信号越新。最终只需要一个可执行表达式。,"neg(ts_argmax(volume, 66))","```dsl_fire
result = neg(ts_argmax(volume, 66))
```","```dsl_fire
result = div(sub(volume, ts_mean(volume, 20)), div(volume, ts_mean(volume, 20)), ts_std(volume, 60))
```",,
code_gen_0057,generalization_group,gen_value_quality_trend,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：行业中性估值便宜且 9 日风险调整动量强的股票更有吸引力。,"add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), div(pct_change(close, 9), ts_std(pct_change(close, 1), 9)))","```dsl_fire
result = add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), div(pct_change(close, 9), ts_std(pct_change(close, 1), 9)))
```","</think>


</think>




result = where(tsts_fire
```",,
code_gen_0011,generalization_unseen_window,gen_unseen_window_volume,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：短期成交量相对 8 日均量越高，放量越明显。,"div(ts_mean(volume, 2), ts_mean(volume, 8))","```dsl_fire
result = div(ts_mean(volume, 2), ts_mean(volume, 8))
```","```dsl_fire
result = div(volume, open open vwap),
```",,
code_gen_0194,generalization_conditional,gen_conditional_xs_volume_47,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：只有成交量横截面标准化值为正时，才保留 47 日动量。,"where(gt(div(sub(volume, xs_mean(volume)), xs_std(volume)), 0.0), pct_change(close, 47), 0.0)","```dsl_fire
result = where(gt(div(sub(volume, xs_mean(volume)), xs_std(volume)), 0.0), pct_change(close, 47), 0.0)
```","```dsl_fire
result = where(gt(div(sub(volume, xs_mean(volume, ts_mean(volume, 45),), -1.0close, ts_mean(pct_change(close, 90))), pct_change(close, 90), 0.0)
```",,
code_gen_0210,generalization_conditional,gen_conditional_xs_pb_47,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：只有市净率 PB横截面标准化值为正时，才保留 47 日动量。,"where(gt(div(sub(pb, xs_mean(pb)), xs_std(pb)), 0.0), pct_change(close, 47), 0.0)","```dsl_fire
result = where(gt(div(sub(pb, xs_mean(pb)), xs_std(pb)), 0.0), pct_change(close, 47), 0.0)
```","</think>





```dsl_fire


```",,
code_gen_0022,generalization_unseen_window,gen_unseen_window_vol,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：过去 25 日日收益波动越低，稳定性越强。,"neg(ts_std(pct_change(close, 1), 25))","```dsl_fire
result = neg(ts_std(pct_change(close, 1), 25))
```","</think>




</think>


```dsl_fire


result = open)





```",,
code_gen_0496,generalization_unseen_window_paraphrase,gen_unseen_window_momentum,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：过去 18 日收盘价收益越高，短期趋势越强。注意窗口、方向和字段选择。,"pct_change(close, 18)","```dsl_fire
result = pct_change(close, 18)
```","```dsl_fire
result = ts_corr(pct_change(close, 20)), 45)
```",,
code_gen_0165,generalization_group,gen_group_abs_close_13,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：收盘价行业内标准化偏离的绝对值用于测试行业异常程度。,"absolute(div(sub(close, group_mean(close, industry)), group_std(close, industry)))","```dsl_fire
result = absolute(div(sub(close, group_mean(close, industry)), group_std(close, industry)))
```","```dsl_fire


</think>

```dsl_fire
result = absolute(pct_change(close, 20))
```",,
code_gen_0377,generalization_time_series_paraphrase,gen_argmin_vwap,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：作为教学样例，成交量加权平均价在 11 日窗口内低点位置用于描述路径。不要使用解释文字。,"ts_argmin(vwap, 11)","```dsl_fire
result = ts_argmin(vwap, 11)
```","```dsl_fire
result = div(sub(high, ts_min(low, 20)), sign(pct_change(high, 20), ts_min(low, 60)))
```",,
code_gen_0076,generalization_group,gen_value_quality_trend,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：行业中性估值便宜且 28 日风险调整动量强的股票更有吸引力。,"add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), div(pct_change(close, 28), ts_std(pct_change(close, 1), 28)))","```dsl_fire
result = add(div(sub(recip(pb), group_mean(recip(pb), industry)), group_std(recip(pb), industry)), div(pct_change(close, 28), ts_std(pct_change(close, 1), 28)))
```","</think>

</think>

</think>








```dsl_fire


</think>

```dsl_fire
result = diffire
result = sub(pct_change(close, 7an(close, 3 3 negclose, 2)), 0.0close, 3.0close, 2.0),), 7))
```",,
code_gen_0169,generalization_conditional,gen_conditional_xs_close_31,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：只有收盘价横截面标准化值为正时，才保留 31 日动量。,"where(gt(div(sub(close, xs_mean(close)), xs_std(close)), 0.0), pct_change(close, 31), 0.0)","```dsl_fire
result = where(gt(div(sub(close, xs_mean(close)), xs_std(close)), 0.0), pct_change(close, 31), 0.0)
```","</think>


</think>




```dsl_fire
result = mk(div(sub(close, 60), xs_mean(pct_change(close, 2))), 0.0), 0.0)
```",,
code_gen_0460,generalization_conditional_paraphrase,gen_logic_value_size_or,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：把这个 alpha 逻辑写成表达式：估值或小市值任一强于市场时保留价值规模组合。请保持字段和算子命名规范。,"where(logical_or(gt(recip(pb), xs_mean(recip(pb))), gt(neg(log(market_cap)), xs_mean(neg(log(market_cap))))), add(recip(pb), neg(log(market_cap))), 0.0)","```dsl_fire
result = where(logical_or(gt(recip(pb), xs_mean(recip(pb))), gt(neg(log(market_cap)), xs_mean(neg(log(market_cap))))), add(recip(pb), neg(log(market_cap))), 0.0)
```","```dsl_fire
result = where(gt(recip(pb), xs_mean(recip(pb))), logs_std(recip(pb)), div(sub(recip(pb), xs_mean(recip(pb))), 0.0)
```",,
code_gen_0234,generalization_regression,gen_ts_corr_size_flow,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：用 19 日滚动相关衡量规模和换手代理同步性。,"ts_corr(log(market_cap), div(volume, market_cap), 19)","```dsl_fire
result = ts_corr(log(market_cap), div(volume, market_cap), 19)
```","```dsl_fire





```dsl_fire
result = ts_cvvvvvvolute(pct_cap), xs_mean(volume, 20))
```",,
code_gen_0597,generalization_time_series_paraphrase,gen_argmin_market_cap,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：从量化研究角度，总市值在 11 日窗口内低点位置用于描述路径。不要使用解释文字。,"ts_argmin(market_cap, 11)","```dsl_fire
result = ts_argmin(market_cap, 11)
```","</think>


</think>

result = ts_argminimum(pct_change(market_cap, 20)), 10)
```",,
code_gen_0080,generalization_regression,gen_corr_flow_return,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：用 28 日滚动相关衡量换手代理和日收益同步性。,"ts_corr(div(volume, market_cap), pct_change(close, 1), 28)","```dsl_fire
result = ts_corr(div(volume, market_cap), pct_change(close, 1), 28)
```","```dsl_fire





result = ts_fire


result =)


```",,
code_gen_0040,generalization_composition,gen_quality_trend,请把这个未见过的金融想法转成 `dsl_fire` 代码块，代码块内只写 result 赋值：同时偏好 25 日风险调整趋势高且收益方差低的股票。,"add(div(pct_change(close, 25), ts_std(pct_change(close, 1), 25)), neg(ts_var(pct_change(close, 1), 25)))","```dsl_fire
result = add(div(pct_change(close, 25), ts_std(pct_change(close, 1), 25)), neg(ts_var(pct_change(close, 1), 25)))
```","</think>

</think>

</think>








```dsl_fire


```dsl_fire



```",,
